id,city,region,country,country_code,air_quality,water_pollution
1914,Mlada Boleslav,,Czech Republic,203,70,50
1915,Asenovgrad,Plovdiv region,Bulgaria,100,25,0
1916,Sisak,Sisak-Moslavina County,Croatia,191,37.5,50
1917,Kotka,,Finland,246,100,0
1918,Holon,Tel Aviv District,Israel,376,32.14285714,25
1919,Netanya,Central District,Israel,376,77.77777778,27.77777778
1920,Ciudad del Este,Alto Parana Department,Paraguay,600,100,0
1921,Northampton,England,United Kingdom,826,77.27272727,32.14285714
1922,Vaslui,Vaslui County,Romania,642,62.5,50
1923,Champigny-sur-Marne,Ile-de-France,France,250,90,0
1924,Aizawl,Mizoram,India,356,100,75
1925,Londrina,Parana,Brazil,76,80,35
1926,Boulder,Colorado,United States of America,840,85,47.91666667
1927,Leskovac,Jablanica District,Serbia,688,87.5,0
1928,Ramnicu Valcea,Valcea County,Romania,642,87.5,31.25
1929,Ramat Gan,Tel Aviv District,Israel,376,32.5,29.16666667
1930,Kardzhali,Kardzhali Province,Bulgaria,100,40,50
1931,Smolyan,Smolyan Province,Bulgaria,100,100,50
1932,Carlisle,England,United Kingdom,826,89.28571429,0
1933,Havirov,,Czech Republic,203,50,0
1934,Juiz de Fora,Minas Gerais,Brazil,76,80,58.33333333
1935,Duque de Caxias,Rio de Janeiro,Brazil,76,12.5,50
1936,Erd,Pest County,Hungary,348,66.66666667,37.5
1937,Kajaani,,Finland,246,100,50
1938,Bulawayo,,Zimbabwe,716,67.85714286,71.42857143
1939,Iquitos,Loreto,Peru,604,25,75
1940,Porvoo,Uusimaa,Finland,246,100,0
1941,Rybinsk,Yaroslavl Oblast,Russia,643,25,100
1942,Miercurea Ciuc,Harghita County,Romania,642,90,0
1943,Artvin,Artvin Province,Turkey,792,58.33333333,50
1944,Armagh,Northern Ireland,United Kingdom,826,75,50
1945,Angra do Heroismo,Azores,Portugal,620,100,0
1946,Cheb,,Czech Republic,203,87.5,50
1947,Sergiyev Posad,Moscow Oblast,Russia,643,75,75
1948,Oujda,Oriental,Morocco,504,75,50
1949,Birjand,South Khorasan Province,Iran,364,60,0
1950,Drobeta-Turnu Severin,Mehedinți County,Romania,642,45,50
1951,Rueil-Malmaison,Ile-de-France,France,250,58.33333333,25
1952,Seraing,Wallonia,Belgium,56,75,50
1953,Serpukhov,Moscow Oblast,Russia,643,0,50
1954,Nigde,Nigde Province,Turkey,792,0,50
1955,Irbid,Irbid Governorate,Jordan,400,25,56.25
1956,Canoas,Rio Grande do Sul,Brazil,76,62.5,87.5
1957,Uberlandia,Minas Gerais,Brazil,76,87.5,37.5
1958,Mogi das Cruzes,Sao Paulo,Brazil,76,90,20
1959,Sao Carlos,Sao Paulo,Brazil,76,80,45
1960,Feira de Santana,Bahia,Brazil,76,62.5,62.5
1961,Karakol,Issyk-Kul Region,Kyrgyzstan,417,25,50
1962,Buckingham,England,United Kingdom,826,100,0
1963,Stary Oskol,Belgorod Oblast,Russia,643,0,100
1964,Zhangjiagang,Jiangsu,China,156,15,100
1965,Zhangjiajie,Hunan,China,156,0,50
1966,Zhangye,Gansu,China,156,0,50
1967,Zhaotong,Yunnan,China,156,50,50
1968,Zhaoyuan,Shandong,China,156,0,50
1969,Khimki,Moscow Oblast,Russia,643,33.33333333,66.66666667
1970,Zhoukou,Henan,China,156,0,50
1971,Zhuji,Zhejiang,China,156,0,50
1972,Zhumadian,Henan,China,156,0,50
1973,Zhuzhou,Hunan,China,156,0,50
1974,Zibo,Shandong,China,156,0,50
1975,Aktau,Mangystau Region,Kazakhstan,398,8.333333333,91.66666667
1976,Dehradun,Uttarakhand,India,356,41.12903226,66.66666667
1977,Agri,Agri Province,Turkey,792,25,50
1978,Guwahati,Assam,India,356,33.75,78.77358491
1979,Canakkale,Canakkale Province,Turkey,792,80,37.5
1980,Balikesir,Balikesir Province,Turkey,792,35,50
1981,Tacoma,Washington,United States of America,840,78.94736842,50
1982,Karbala,Karbala Governorate,Iraq,368,12.5,87.5
1983,Visakhapatnam,Andhra Pradesh,India,356,40.40697674,69.62025316
1984,Vijayawada,Andhra Pradesh,India,356,30.11363636,58.75
1985,Jodhpur,Rajasthan,India,356,27.77777778,65.625
1986,Matsuyama,Ehime Prefecture,Japan,392,75,25
1987,Hamilton,Waikato Region,New Zealand,554,93.42105263,25
1988,Latakia,Latakia Governorate,Syria,760,62.5,37.5
1989,Volos,,Greece,300,50,55.55555556
1990,Ajmer,Rajasthan,India,356,50,45.83333333
1991,Jamshedpur,Jharkhand,India,356,46.32352941,55.38461538
1992,Okayama,Okayama Prefecture,Japan,392,25,0
1993,Ludhiana,Punjab,India,356,17.85714286,68.18181818
1994,Kitchener,Ontario,Canada,124,80.43478261,30.26315789
1995,Nashik,Maharashtra,India,356,69.44444444,50
1996,Meerut,Uttar Pradesh,India,356,27.65957447,75.65789474
1997,Kochi,Kochi Prefecture,Japan,392,100,50
1998,Mathura,,India,356,53.125,66
1999,Udaipur,Rajasthan,India,356,57.14285714,72.58064516
2000,Povoa de Varzim,Porto,Portugal,620,75,50
2001,Utsunomiya,Tochigi Prefecture,Japan,392,100,75
2002,Faridabad,Haryana,India,356,13.06818182,80.42168675
2003,Slubice,Lubusz Voivodeship,Poland,616,87.5,50
2004,Aurangabad,Maharashtra,India,356,30.64516129,62
2005,Bikaner,Rajasthan,India,356,61.9047619,54.16666667
2006,Niksic,Niksic Municipality,Montenegro,499,25,50
2007,Aguascalientes City,Aguascalientes,Mexico,484,73.61111111,48.61111111
2008,Jabalpur,Madhya Pradesh,India,356,42.85714286,68.10344828
2009,Rethymno,,Greece,300,85,0
2010,Swindon,England,United Kingdom,826,41.66666667,12.5
2011,Bolu,Bolu Province,Turkey,792,75,37.5
2012,Giresun,Giresun Province,Turkey,792,37.5,50
2013,Rize,Rize Province,Turkey,792,65,25
2014,Zrenjanin,,Serbia,688,46.875,96.875
2015,Buzau,Buzau County,Romania,642,70,50
2016,Sanok,Podkarpackie Voivodeship,Poland,616,62.5,50
2017,Huddersfield,England,United Kingdom,826,58.33333333,0
2018,Aligarh,Uttar Pradesh,India,356,50,0
2019,Asansol,West Bengal,India,356,25.96153846,68.47826087
2020,Hameenlinna,Tavastia Proper,Finland,246,75,25
2021,Aba,Abia State,Nigeria,566,0,50
2022,Foz do Iguacu,Parana,Brazil,76,100,33.33333333
2023,Giurgiu,Giurgiu County,Romania,642,50,50
2024,Targu Jiu,Gorj County,Romania,642,37.5,50
2025,Sfantu Gheorghe,Covasna County,Romania,642,100,0
2026,Novi Pazar,Raska District,Serbia,688,75,0
2027,Oldham,England,United Kingdom,826,100,0
2028,Otsu,Shiga Prefecture,Japan,392,100,0
2029,Kingston,Ontario,Canada,124,83.33333333,29.54545455
2030,Perth,Scotland,United Kingdom,826,41.66666667,58.33333333
2031,Whistler,British Columbia,Canada,124,100,50
2032,Kandy,Central Province,Sri Lanka,144,28.125,43.42105263
2033,Napier,,New Zealand,554,90.38461538,50
2034,Mazeikiai,,Lithuania,440,62.5,50
2035,Luton,England,United Kingdom,826,77.5,41.66666667
2036,Visaginas,,Lithuania,440,87.5,12.5
2037,Southend-on-Sea,England,United Kingdom,826,61.11111111,65
2038,Milton Keynes,England,United Kingdom,826,86.84210526,16.66666667
2039,Toyama,Toyama Prefecture,Japan,392,100,0
2040,San Luis Potosi,San Luis Potosi,Mexico,484,48.21428571,59.61538462
2041,Kouvola,,Finland,246,100,0
2042,Bihac,Federation of Bosnia and Herzegovina,Bosnia and Herzegovina,70,100,0
2043,Sabac,Macva District,Serbia,688,25,83.33333333
2044,Modesto,California,United States of America,840,46.66666667,54.54545455
2045,Hereford,England,United Kingdom,826,75,8.333333333
2046,Deva,Hunedoara County,Romania,642,81.25,31.25
2047,Dundalk,Leinster,Ireland,372,81.25,31.25
2048,Pancevo,,Serbia,688,10.71428571,53.57142857
2049,Granada,Granada Department,Nicaragua,558,25,25
2050,Cascavel,Parana,Brazil,76,100,37.5
2051,Howrah,West Bengal,India,356,50,75
2052,Corfu,,Greece,300,88.63636364,25
2053,Aspen,Colorado,United States of America,840,75,50
2054,Qiqihar,Heilongjiang,China,156,12.5,50
2055,Yalova,Yalova Province,Turkey,792,46.875,43.75
2056,Kraljevo,Raska District,Serbia,688,37.5,37.5
2057,Nelson,Nelson Region,New Zealand,554,83.33333333,29.16666667
2058,Kyrenia,,Cyprus,196,75,50
2059,Ajka,Veszprem County,Hungary,348,75,50
2060,Nevsehir,Nevsehir Province,Turkey,792,50,0
2061,Duzce,Duzce Province,Turkey,792,0,50
2062,Kirikkale,Kirikkale Province,Turkey,792,4.166666667,50
2063,Hakkari,Hakkari Province,Turkey,792,0,50
2064,Corum,Corum Province,Turkey,792,12.5,50
2065,Kirklareli,Kirklareli Province,Turkey,792,32.14285714,0
2066,Kastoria,West Macedonia Region,Greece,300,100,0
2067,Cheltenham,England,United Kingdom,826,75,0
2068,Slatina,Olt County,Romania,642,58.33333333,25
2069,Ghaziabad,Uttar Pradesh,India,356,12.90322581,80
2070,Drogheda,Leinster,Ireland,372,100,12.5
2071,Zliten,Murqub,Libya,434,75,100
2072,Rehovot,Central District,Israel,376,37.5,31.25
2073,Vac,Pest County,Hungary,348,100,0
2074,Tuxtla Gutierrez,Chiapas,Mexico,484,75,31.25
2075,Trikala,,Greece,300,95.83333333,33.33333333
2076,Bijelo Polje,Bijelo Polje Municipality,Montenegro,499,0,75
2077,Lod,Central District,Israel,376,25,100
2078,Chichester,England,United Kingdom,826,100,0
2079,Thane,Maharashtra,India,356,41.66666667,70.94594595
2080,Shillong,Meghalaya,India,356,73.33333333,73.33333333
2081,Hyvinkaa,Uusimaa,Finland,246,100,50
2082,Tauranga,Bay of Plenty Region,New Zealand,554,83.92857143,36.36363636
2083,Kokkola,,Finland,246,95,75
2084,Tepic,Nayarit,Mexico,484,100,50
2085,Fethiye,Mugla Province,Turkey,792,100,75
2086,Bilecik,Bilecik Province,Turkey,792,20.83333333,50
2087,Valjevo,Kolubara District,Serbia,688,0,75
2088,Cacak,Moravica District,Serbia,688,41.66666667,50
2089,Imphal,Manipur,India,356,47.91666667,65.38461538
2090,Wigan,England,United Kingdom,826,87.5,12.5
2091,Ponta Delgada,Azores,Portugal,620,100,5
2092,Viana do Castelo,Viana do Castelo,Portugal,620,100,58.33333333
2093,Patiala,,India,356,33.33333333,69.11764706
2094,Berane,Berane Municipality,Montenegro,499,100,0
2095,Bedford,England,United Kingdom,826,80,75
2096,Eastbourne,England,United Kingdom,826,79.16666667,0
2097,Kaduna,Kaduna State,Nigeria,566,31.25,56.25
2098,Kirkwall,Scotland,United Kingdom,826,100,50
2099,Borjomi,Samtskhe-Javakheti,Georgia,268,100,50
2100,Komotini,,Greece,300,75,18.75
2101,Vallejo,California,United States of America,840,100,50
2102,Thousand Oaks,California,United States of America,840,92.5,20.83333333
2103,Sunnyvale,California,United States of America,840,77.08333333,55.55555556
2104,Kaifeng,Henan,China,156,0,100
2105,Maringa,Parana,Brazil,76,95.83333333,25
2106,Bat Yam,Tel Aviv District,Israel,376,50,41.66666667
2107,Prievidza,Trencin Region,Slovakia,703,80,0
2108,Hachioji,,Japan,392,75,50
2109,Rotorua,Bay of Plenty Region,New Zealand,554,72.91666667,45
2110,Santa Marta,Magdalena Department,Colombia,170,50,71.42857143
2111,Toluca,State of Mexico,Mexico,484,25,41.66666667
2112,Torquay,England,United Kingdom,826,56.25,37.5
2113,Burnley,England,United Kingdom,826,37.5,25
2114,Ennis,,Ireland,372,100,50
2115,Oxnard,California,United States of America,840,95,0
2116,East London,Eastern Cape,South Africa,710,70.83333333,58.33333333
2117,Kolhapur,Maharashtra,India,356,52.88461538,69.04761905
2118,Sagamihara,Kanagawa Prefecture,Japan,392,75,50
2119,Biala Podlaska,Lublin Voivodeship,Poland,616,50,50
2120,Edessa,,Greece,300,100,0
2121,Ambato,Tungurahua Province,Ecuador,218,72.22222222,75
2122,Yozgat,Yozgat Province,Turkey,792,25,50
2123,Xanthi,,Greece,300,100,35
2124,Beihai,Guangxi,China,156,21.875,75
2125,Katerini,,Greece,300,37.5,37.5
2126,Yantai,Shandong,China,156,20.83333333,50
2127,Ubud,Bali,Indonesia,360,50,25
2128,Livadeia,Central Greece Region,Greece,300,62.5,50
2129,Villahermosa,Tabasco,Mexico,484,56.25,43.75
2130,Chelmsford,England,United Kingdom,826,62.5,12.5
2131,Imatra,,Finland,246,91.66666667,0
2132,Roeselare,Flemish Region,Belgium,56,75,50
2133,Johvi,Ida-Viru County,Estonia,233,100,50
2134,Yinchuan,Ningxia,China,156,0,50
2135,Beira,Sofala,Mozambique,508,0,100
2136,Carlow,Leinster,Ireland,372,58.33333333,41.66666667
2137,Bayburt,Bayburt Province,Turkey,792,100,0
2138,Oshawa,Ontario,Canada,124,84.09090909,32.14285714
2139,Slough,England,United Kingdom,826,35.71428571,60
2140,Dunfermline,Scotland,United Kingdom,826,100,0
2141,Kusadasi,Aydin Province,Turkey,792,25,100
2142,Entebbe,,Uganda,800,50,75
2143,Palmerston North,,New Zealand,554,95.83333333,32.14285714
2144,Arak,Markazi Province,Iran,364,2.272727273,67.85714286
2145,Lushnje,Fier County,Albania,8,0,100
2146,Shariff Aguak,,Philippines,608,25,0
2147,Antigua Guatemala,Sacatepequez Department,Guatemala,320,32.14285714,53.57142857
2148,West Bromwich,England,United Kingdom,826,50,0
2149,Drama,,Greece,300,100,25
2150,Wadowice,Lesser Poland Voivodeship,Poland,616,30,0
2151,New Plymouth,,New Zealand,554,95,15
2152,Santa Rosa,California,United States of America,840,81.25,29.54545455
2153,Akola,Maharashtra,India,356,31.52173913,62.5
2154,Bareilly,Uttar Pradesh,India,356,45.83333333,48.52941176
2155,Elva,Tartu County,Estonia,233,100,8.333333333
2156,Maidstone,England,United Kingdom,826,12.5,50
2157,Darlington,England,United Kingdom,826,100,0
2158,Barcelos,Braga,Portugal,620,100,50
2159,Tirunelveli,,India,356,55.55555556,75
2160,Amagasaki,Hyogo Prefecture,Japan,392,100,0
2161,Rapid City,South Dakota,United States of America,840,92.5,37.5
2162,Tralee,,Ireland,372,91.66666667,8.333333333
2163,Guildford,England,United Kingdom,826,67.85714286,39.28571429
2164,Aylesbury,England,United Kingdom,826,58.33333333,25
2165,Binghamton,New York,United States of America,840,62.5,62.5
2166,Dudley,England,United Kingdom,826,100,0
2167,Bellevue,Washington,United States of America,840,94.23076923,19.44444444
2168,Trujillo,La Libertad,Peru,604,50,37.5
2169,Kocani,Kocani Municipality,North Macedonia,807,12.5,50
2170,Kisumu,,Kenya,404,100,0
2171,Panaji,Goa,India,356,25,50
2172,Lohja,Uusimaa,Finland,246,100,50
2173,Kazincbarcika,Borsod-Abauj-Zemplen County,Hungary,348,50,50
2174,Znojmo,,Czech Republic,203,87.5,50
2175,Jaffna,Northern Province,Sri Lanka,144,53.57142857,53.57142857
2176,Lomza,Podlaskie Voivodeship,Poland,616,75,50
2177,Slobozia,Ialomița County,Romania,642,25,75
2178,Warrington,England,United Kingdom,826,75,25
2179,Xiangtan,Hunan,China,156,0,50
2180,Harrogate,England,United Kingdom,826,75,6.25
2181,Rapla,Rapla County,Estonia,233,100,50
2182,Husavik,,Iceland,352,50,50
2183,Fayetteville,Arkansas,United States of America,840,94.44444444,20
2184,El Jadida,Casablanca-Settat,Morocco,504,15,65
2185,Macon,Georgia,United States of America,840,60,50
2186,Montana,Montana Province,Bulgaria,100,20,50
2187,Kuching,Sarawak,Malaysia,458,61.9047619,61.66666667
2188,Walvis Bay,Erongo Region,Namibia,516,25,58.33333333
2189,Xalapa,Veracruz,Mexico,484,62.5,18.75
2190,Cugir,Alba County,Romania,642,100,25
2191,Vinkovci,Vukovar-Syrmia County,Croatia,191,100,0
2192,Comodoro Rivadavia,Chubut Province,Argentina,32,85.71428571,58.33333333
2193,Walla Walla,Washington,United States of America,840,100,0
2194,Ibague,Tolima Department,Colombia,170,56.61764706,79.04411765
2195,Casper,Wyoming,United States of America,840,100,33.33333333
2196,Tivat,Tivat Municipality,Montenegro,499,65,50
2197,Mansoura,,Egypt,818,37.5,70
2198,Redmond,Washington,United States of America,840,87.5,33.33333333
2199,Piura,Piura,Peru,604,25,75
2200,Johor Bahru,Johor,Malaysia,458,50,56.25
2201,Geelong,Victoria,Australia,36,83.33333333,23.80952381
2202,Kelowna,British Columbia,Canada,124,79.87804878,32.43243243
2203,Peoria,Illinois,United States of America,840,96.875,29.16666667
2204,Gisborne,,New Zealand,554,0,75
2205,Aberdeen,Washington,United States of America,840,100,0
2206,Rockford,Illinois,United States of America,840,60.71428571,60
2207,Vancouver,Washington,United States of America,840,73.07692308,29.80769231
2208,Erie,Pennsylvania,United States of America,840,80,100
2209,Chelm,Lublin Voivodeship,Poland,616,50,50
2210,Hollywood,Florida,United States of America,840,100,37.5
2211,Al Ain,Emirate of Abu Dhabi,United Arab Emirates,784,44.79166667,38.88888889
2212,Suwalki,Podlaskie Voivodeship,Poland,616,87.5,50
2213,Aberdeen,South Dakota,United States of America,840,50,83.33333333
2214,Tunja,Boyaca Department,Colombia,170,100,75
2215,Solapur,Maharashtra,India,356,20.83333333,73.07692308
2216,Reading,Pennsylvania,United States of America,840,87.5,50
2217,Brunswick,Vermont,United States of America,840,100,37.5
2218,Nakuru,,Kenya,404,75,25
2219,Kitwe,Copperbelt Province,Zambia,894,0,100
2220,Columbus,Georgia,United States of America,840,82.5,45
2221,Mission,Texas,United States of America,840,100,0
2222,Bauru,Sao Paulo,Brazil,76,58.33333333,50
2223,Plasencia,Extremadura,Spain,724,75,50
2224,Huntington,West Virginia,United States of America,840,75,25
2225,Kingsport,Tennessee,United States of America,840,56.25,93.75
2226,Givet,,France,250,100,50
2227,Bhilai,Chhattisgarh,India,356,34.82142857,55.68181818
2228,Abeche,Ouaddai Region,Chad,148,62.5,37.5
2229,Sremska Mitrovica,,Serbia,688,75,12.5
2230,Ponta Grossa,Parana,Brazil,76,62.5,37.5
2231,Bhavnagar,Gujarat,India,356,61.36363636,61.9047619
2232,Jhansi,Uttar Pradesh,India,356,47.82608696,69.73684211
2233,Naperville,Illinois,United States of America,840,83.33333333,12.5
2234,Morogoro,,Tanzania,834,66.66666667,100
2235,Gujranwala,Punjab,Pakistan,586,18.05555556,54.41176471
2236,Khulna,Khulna Division,Bangladesh,50,45.83333333,39.28571429
2237,Changwon,South Gyeongsang,South Korea,410,31.25,75
2238,Bucaramanga,Santander Department,Colombia,170,40,25
2239,Nishinomiya,Hyogo Prefecture,Japan,392,62.5,50
2240,Setif,Setif Province,Algeria,12,50,100
2241,Burnaby,British Columbia,Canada,124,77.77777778,41.07142857
2242,Clearwater,Florida,United States of America,840,85.71428571,35.71428571
2243,Dhanbad,Jharkhand,India,356,20.19230769,64.13043478
2244,Bani Walid,Misrata District,Libya,434,100,50
2245,Tabuk,Tabuk Province,Saudi Arabia,682,50,25
2246,Taichung,,Taiwan,158,22.79411765,75.79365079
2247,Lewes,England,United Kingdom,826,100,0
2248,Wuwei,Gansu,China,156,0,50
2249,Traralgon,Victoria,Australia,36,75,50
2250,Olaine,Olaine Municipality,Latvia,428,100,0
2251,Keelung,Taiwan Province,Taiwan,158,50,50
2252,Bharatpur,Bagmati,Nepal,524,87.5,12.5
2253,Sochaczew,Masovian Voivodeship,Poland,616,37.5,50
2254,Bad Ischl,Upper Austria,Austria,40,85,50
2255,Knysna,Western Cape,South Africa,710,100,25
2256,Amstetten,Lower Austria,Austria,40,62.5,50
2257,Vocklabruck,Upper Austria,Austria,40,100,50
2258,Gaya,Bihar,India,356,0,50
2259,Simbach am Inn,Bavaria,Germany,276,100,50
2260,Clifton,New Jersey,United States of America,840,100,0
2261,Jammu,Jammu and Kashmir,India,356,44.76744186,62.82051282
2262,Hallein,Salzburg,Austria,40,100,50
2263,Abensberg,Bavaria,Germany,276,100,50
2264,Bunbury,Western Australia,Australia,36,100,0
2265,Mittersill,Salzburg,Austria,40,50,50
2266,Naples,Florida,United States of America,840,80.76923077,30.76923077
2267,Bruck an der Mur,Styria,Austria,40,75,50
2268,Traun,Upper Austria,Austria,40,87.5,50
2269,Steyr,Upper Austria,Austria,40,100,50
2270,Chiclayo,Lambayeque,Peru,604,50,50
2271,Karaman,Karaman Province,Turkey,792,20,0
2272,Ozamiz,,Philippines,608,87.5,50
2273,Baniyas,Tartus Governorate,Syria,760,25,91.66666667
2274,Trowbridge,England,United Kingdom,826,0,100
2275,Yongzhou,Hunan,China,156,0,50
2276,Aurora,Ontario,Canada,124,50,37.5
2277,Newport Beach,California,United States of America,840,93.75,25
2278,Dhahran,Eastern Province,Saudi Arabia,682,40.625,40.625
2279,Buchanan,Grand Bassa County,Liberia,430,0,50
2280,Amravati,Maharashtra,India,356,36.25,59.61538462
2281,Belgaum,Karnataka,India,356,46.71052632,82.43243243
2282,Lethbridge,Alberta,Canada,124,68.75,36.36363636
2283,Contagem,Minas Gerais,Brazil,76,50,75
2284,Scranton,Pennsylvania,United States of America,840,92.85714286,41.66666667
2285,Ipoh,Perak,Malaysia,458,61.11111111,50
2286,Abbotsford,British Columbia,Canada,124,64.28571429,36.45833333
2287,Moshi,Kilimanjaro Region,Tanzania,834,75,0
2288,Tanta,Gharbia Governorate,Egypt,818,37.5,80
2289,Turnhout,Flemish Region,Belgium,56,75,50
2290,Makarska,Split-Dalmatia County,Croatia,191,100,0
2291,Sanandaj,Kurdistan Province,Iran,364,3.571428571,83.33333333
2292,Haridwar,Uttarakhand,India,356,71.875,53.125
2293,Cascais,Lisbon,Portugal,620,78.125,41.66666667
2294,Tsukuba,Ibaraki Prefecture,Japan,392,100,25
2295,Santarem,Santarem,Portugal,620,95,50
2296,Niagara Falls,Ontario,Canada,124,83.33333333,43.75
2297,San Pedro Sula,Cortes Department,Honduras,340,28.57142857,67.85714286
2298,Jundiai,Sao Paulo,Brazil,76,67.85714286,5
2299,Massawa,Northern Red Sea Region,Eritrea,232,100,25
2300,Caldas da Rainha,Leiria,Portugal,620,50,50
2301,Volta Redonda,Rio de Janeiro,Brazil,76,50,50
2302,Nove Zamky,Nitra Region,Slovakia,703,75,0
2303,Hajnowka,Podlaskie Voivodeship,Poland,616,62.5,50
2304,Karaikal,Puducherry,India,356,50,50
2305,Azaz,Aleppo Governorate,Syria,760,8.333333333,50
2306,Modling,Lower Austria,Austria,40,87.5,50
2307,Noida,Uttar Pradesh,India,356,11.48255814,82.63473054
2308,Coonoor,Tamil Nadu,India,356,87.5,45
2309,David,Chiriqui Province,Panama,591,80,30
2310,Teixeira de Freitas,Bahia,Brazil,76,25,100
2311,Albany,Georgia,United States of America,840,75,16.66666667
2312,Duluth,Georgia,United States of America,840,50,0
2313,Blacksburg,Virginia,United States of America,840,75,0
2314,Newport,New Hampshire,United States of America,840,100,0
2315,Sharjah,Emirate of Sharjah,United Arab Emirates,784,54.41176471,36.76470588
2316,Rio Claro,Sao Paulo,Brazil,76,25,50
2317,Valsad,Gujarat,India,356,75,75
2318,Muonio,,Finland,246,100,0
2319,Kakamega,,Kenya,404,100,75
2320,Middletown,New York,United States of America,840,100,25
2321,Daqing,Heilongjiang,China,156,12.5,50
2322,Abastumani,Samtskhe-Javakheti,Georgia,268,62.5,50
2323,Al Wakrah,,Qatar,634,14.28571429,25
2324,Witbank,Mpumalanga,South Africa,710,16.25,98.4375
2325,Boston,England,United Kingdom,826,62.5,25
2326,Naga,,Philippines,608,70,45
2327,Joplin,Missouri,United States of America,840,79.16666667,18.75
2328,Bojnord,North Khorasan Province,Iran,364,0,50
2329,Bahawalpur,,Pakistan,586,75,60
2330,Vilvoorde,Flemish Region,Belgium,56,75,50
2331,Gospic,Lika-Senj County,Croatia,191,100,0
2332,Galle,Southern Province,Sri Lanka,144,75,37.5
2333,Sanya,Hainan,China,156,70,0
2334,Siedlce,Masovian Voivodeship,Poland,616,46.42857143,50
2335,San Juan de Pasto,Narino Department,Colombia,170,70,75
2336,Lancaster,Pennsylvania,United States of America,840,66.66666667,45
2337,Pocatello,Idaho,United States of America,840,83.33333333,87.5
2338,Bata,,Equatorial Guinea,226,25,25
2339,Novo Hamburgo,Rio Grande do Sul,Brazil,76,87.5,0
2340,Abingdon-on-Thames,England,United Kingdom,826,100,50
2341,Kollam,Kerala,India,356,75,44.11764706
2342,Valkeakoski,,Finland,246,100,50
2343,Rajshahi,Rajshahi Division,Bangladesh,50,47.22222222,30
2344,Brcko,Brcko District,Bosnia and Herzegovina,70,25,87.5
2345,Simi Valley,California,United States of America,840,82.14285714,25
2346,Fairfield,California,United States of America,840,87.5,37.5
2347,Prijedor,Republika Srpska,Bosnia and Herzegovina,70,75,25
2348,Guarapuava,Parana,Brazil,76,100,0
2349,Bangor,Maine,United States of America,840,87.5,12.5
2350,Rockville,Maryland,United States of America,840,87.5,50
2351,Mount Gambier,South Australia,Australia,36,83.33333333,0
2352,Laramie,Wyoming,United States of America,840,100,0
2353,Almada,Setubal,Portugal,620,85.71428571,50
2354,Armenia,Quindio Department,Colombia,170,62.5,37.5
2355,Okinawa,Okinawa Prefecture,Japan,392,80.55555556,40
2356,Nuevo Laredo,Tamaulipas State,Mexico,484,37.5,68.75
2357,Parkersburg,West Virginia,United States of America,840,0,100
2358,Kalgoorlie,Western Australia,Australia,36,75,50
2359,Kota,,India,356,30.20833333,48.4375
2360,Muradabad,Uttar Pradesh,India,356,37.5,43.75
2361,Dimitrovgrad,Haskovo Province,Bulgaria,100,12.5,50
2362,Amol,Mazandaran Province,Iran,364,100,75
2363,Fayetteville,North Carolina,United States of America,840,77.08333333,66.66666667
2364,Velika Gorica,Zagreb County,Croatia,191,25,50
2365,Schenectady,New York,United States of America,840,50,50
2366,Albury,New South Wales,Australia,36,95,8.333333333
2367,Heze,Shandong,China,156,0,50
2368,Maracay,Aragua,Venezuela,862,25,100
2369,Vila Velha,Espirito Santo,Brazil,76,33.33333333,41.66666667
2370,Quetzaltenango,Quetzaltenango Department,Guatemala,320,29.16666667,75
2371,Newport News,Virginia,United States of America,840,66.66666667,62.5
2372,Popayan,Cauca Department,Colombia,170,100,25
2373,Salto,Salto Department,Uruguay,858,100,25
2374,Lienz,Tyrol,Austria,40,100,50
2375,Cuprija,Pomoravlje District,Serbia,688,59.375,65.625
2376,Qena,Qena Governorate,Egypt,818,50,25
2377,Inuvik,Northwest Territories,Canada,124,87.5,50
2378,Batna,Batna Province,Algeria,12,100,25
2379,Holland,Indiana,United States of America,840,75,75
2380,Launceston,Tasmania,Australia,36,68.75,50
2381,Caslav,,Czech Republic,203,100,0
2382,Shuangyashan,Heilongjiang,China,156,12.5,50
2383,Adelanto,California,United States of America,840,50,50
2384,Wuhu,Anhui,China,156,0,50
2385,Huainan,Anhui,China,156,0,50
2386,Anqing,Anhui,China,156,0,50
2387,Fuyang,Anhui,China,156,0,50
2388,Lu'an,Anhui,China,156,0,50
2389,Bozhou,Anhui,China,156,0,50
2390,Xuancheng,Anhui,China,156,0,50
2391,Ganzhou,Jiangxi,China,156,0,50
2392,Fuzhou,Jiangxi,China,156,50,25
2393,Shangrao,Jiangxi,China,156,0,50
2394,Goldsboro,North Carolina,United States of America,840,60,100
2395,Chester,Pennsylvania,United States of America,840,87.5,50
2396,Medicine Hat,Alberta,Canada,124,87.5,34.375
2397,Jindrichuv Hradec,,Czech Republic,203,100,25
2398,Athlone,Leinster,Ireland,372,80,25
2399,El Cajon,California,United States of America,840,50,25
2400,George,Western Cape,South Africa,710,93.75,12.5
2401,Dahab,South Sinai Governorate,Egypt,818,100,58.33333333
2402,Pembroke Pines,Florida,United States of America,840,100,75
2403,Slapanice,,Czech Republic,203,87.5,37.5
2404,Adrian,Georgia,United States of America,840,83.33333333,87.5
2405,Dongying,Shandong,China,156,0,50
2406,Escondido,California,United States of America,840,75,12.5
2407,Farmville,North Carolina,United States of America,840,75,25
